Timestamp,Which image looks better?,Which image looks better?,Which image looks better?,Which image looks better?,Which image looks better?,Which image looks better?,Which image looks better?,Which image looks better?,Which image looks better?,What is 3+4?,Which image looks better?,Which image looks better?,Which image looks better?,How similar is the quality between the 2 images?,Which image looks better?,Which image looks better?,Which image looks better?,Which image looks better?,Which image looks better?,Which image looks better?,What is 5 - 2?,Which image looks better?,Which image looks better?,Which image looks better?,How similar is the quality between the 2 images?,What is your Prolific ID?
9/6/2024 11:32:53,Model 2,Model 2,Model 2,Model 1,Model 2,Model 2,Model 2,Model 2,Model 2,7,Model 2,Model 1,Model 2,3,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,3,Model 2,Model 2,Model 1,3,P0200
9/6/2024 11:33:01,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,Model 2,Model 1,7,Model 2,Model 1,Model 2,2,Model 2,Model 1,Model 1,Model 1,Model 2,Model 2,3,Model 1,Model 2,Model 1,1,P0201
9/6/2024 11:33:10,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,7,Model 2,Model 2,Model 2,3,Model 1,Model 1,Model 1,Model 2,Model 2,Model 2,3,Model 1,Model 1,Model 1,4,P0202
9/6/2024 11:33:15,Model 2,Model 1,Model 1,Model 2,Model 1,Model 1,Model 1,Model 1,Model 1,7,Model 2,Model 2,Model 1,1,Model 1,Model 2,Model 1,Model 2,Model 1,Model 1,3,Model 2,Model 1,Model 2,1,P0203
9/6/2024 11:33:20,Model 1,Model 2,Model 2,Model 1,Model 1,Model 1,Model 2,Model 1,Model 1,7,Model 2,Model 2,Model 1,4,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,3,Model 1,Model 1,Model 2,4,P0204
9/6/2024 11:33:35,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,Model 1,7,Model 2,Model 1,Model 1,4,Model 1,Model 1,Model 2,Model 1,Model 2,Model 2,3,Model 1,Model 1,Model 1,3,P0205
9/6/2024 11:33:36,Model 2,Model 2,Model 2,Model 1,Model 2,Model 1,Model 1,Model 1,Model 1,7,Model 2,Model 2,Model 1,2,Model 1,Model 1,Model 1,Model 1,Model 2,Model 2,3,Model 1,Model 1,Model 1,2,P0206
9/6/2024 11:33:36,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,7,Model 1,Model 2,Model 1,3,Model 1,Model 2,Model 1,Model 2,Model 2,Model 2,3,Model 2,Model 2,Model 1,4,P0194
9/6/2024 11:33:36,Model 1,Model 2,Model 2,Model 1,Model 2,Model 2,Model 2,Model 2,Model 2,7,Model 2,Model 2,Model 1,2,Model 2,Model 2,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 1,Model 2,2,P0207
9/6/2024 11:33:37,Model 2,Model 2,Model 1,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,7,Model 2,Model 1,Model 2,4,Model 1,Model 2,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 2,Model 2,2,P0208
9/6/2024 11:33:44,Model 2,Model 1,Model 2,Model 1,Model 2,Model 2,Model 1,Model 1,Model 2,7,Model 2,Model 1,Model 1,3,Model 1,Model 2,Model 2,Model 1,Model 2,Model 2,3,Model 2,Model 1,Model 2,4,P0209
9/6/2024 11:33:47,Model 1,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,Model 1,Model 1,7,Model 2,Model 2,Model 1,4,Model 1,Model 2,Model 1,Model 1,Model 2,Model 1,3,Model 2,Model 2,Model 2,3,P0210
9/6/2024 11:33:50,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,Model 1,Model 2,Model 1,7,Model 2,Model 2,Model 2,2,Model 1,Model 2,Model 2,Model 2,Model 2,Model 2,3,Model 1,Model 2,Model 1,3,P0211
9/6/2024 11:33:55,Model 2,Model 2,Model 1,Model 2,Model 1,Model 1,Model 2,Model 1,Model 1,7,Model 1,Model 2,Model 1,3,Model 1,Model 2,Model 1,Model 1,Model 1,Model 2,3,Model 1,Model 1,Model 1,3,P0212
9/6/2024 11:34:05,Model 1,Model 2,Model 1,Model 1,Model 2,Model 1,Model 1,Model 2,Model 1,7,Model 2,Model 1,Model 1,2,Model 1,Model 2,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 1,Model 1,2,P0213
9/6/2024 11:34:09,Model 1,Model 1,Model 1,Model 2,Model 2,Model 2,Model 2,Model 1,Model 1,7,Model 1,Model 1,Model 2,4,Model 2,Model 2,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 1,Model 1,3,P0214
9/6/2024 11:34:11,Model 2,Model 1,Model 2,Model 2,Model 1,Model 1,Model 1,Model 1,Model 2,7,Model 2,Model 2,Model 1,4,Model 1,Model 1,Model 1,Model 2,Model 1,Model 1,3,Model 2,Model 1,Model 1,4,P0215
9/6/2024 11:34:11,Model 1,Model 1,Model 1,Model 1,Model 1,Model 1,Model 1,Model 1,Model 1,7,Model 2,Model 1,Model 1,4,Model 1,Model 1,Model 1,Model 1,Model 1,Model 1,3,Model 1,Model 1,Model 2,4,P0216
9/6/2024 11:34:11,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,7,Model 2,Model 1,Model 2,4,Model 1,Model 1,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 2,Model 1,4,P0217
9/6/2024 11:34:28,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,7,Model 2,Model 1,Model 2,4,Model 1,Model 2,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 2,Model 2,4,P0218
9/6/2024 11:34:30,Model 2,Model 1,Model 2,Model 1,Model 1,Model 1,Model 1,Model 2,Model 1,7,Model 1,Model 2,Model 1,2,Model 1,Model 2,Model 1,Model 1,Model 1,Model 1,3,Model 2,Model 1,Model 2,2,P0219
9/6/2024 11:34:39,Model 2,Model 2,Model 1,Model 2,Model 2,Model 2,Model 2,Model 1,Model 1,7,Model 1,Model 1,Model 1,2,Model 1,Model 1,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 1,Model 2,4,P0220
9/6/2024 11:34:42,Model 1,Model 2,Model 1,Model 2,Model 1,Model 2,Model 1,Model 1,Model 1,7,Model 2,Model 1,Model 1,2,Model 1,Model 2,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 1,Model 1,2,P0221
9/6/2024 11:34:42,Model 2,Model 2,Model 2,Model 1,Model 2,Model 2,Model 2,Model 2,Model 2,7,Model 1,Model 1,Model 2,2,Model 1,Model 1,Model 1,Model 1,Model 2,Model 1,3,Model 2,Model 2,Model 2,3,P0222
9/6/2024 11:34:49,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,Model 2,Model 1,7,Model 2,Model 1,Model 1,2,Model 1,Model 1,Model 1,Model 2,Model 2,Model 2,3,Model 2,Model 1,Model 2,3,P0223
9/6/2024 11:34:58,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,Model 2,Model 1,7,Model 2,Model 1,Model 2,2,Model 2,Model 2,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 2,Model 1,1,P0201
9/6/2024 11:35:05,Model 1,Model 2,Model 1,Model 1,Model 1,Model 2,Model 1,Model 2,Model 1,7,Model 2,Model 1,Model 2,2,Model 1,Model 1,Model 1,Model 2,Model 2,Model 2,3,Model 1,Model 2,Model 2,3,P0224
9/6/2024 11:35:07,Model 1,Model 2,Model 1,Model 1,Model 2,Model 1,Model 2,Model 1,Model 2,7,Model 1,Model 1,Model 1,4,Model 2,Model 2,Model 1,Model 1,Model 2,Model 2,3,Model 1,Model 1,Model 1,3,P0225
9/6/2024 11:35:07,Model 2,Model 2,Model 2,Model 1,Model 1,Model 2,Model 2,Model 2,Model 1,7,Model 1,Model 1,Model 1,4,Model 1,Model 1,Model 1,Model 1,Model 2,Model 2,3,Model 1,Model 2,Model 2,4,P0226
9/6/2024 11:35:14,Model 1,Model 2,Model 1,Model 1,Model 2,Model 1,Model 2,Model 2,Model 2,7,Model 2,Model 2,Model 1,4,Model 1,Model 2,Model 1,Model 1,Model 2,Model 2,3,Model 1,Model 2,Model 2,4,P0227
9/6/2024 11:35:14,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,Model 2,Model 1,7,Model 2,Model 1,Model 1,3,Model 1,Model 2,Model 1,Model 1,Model 2,Model 2,3,Model 1,Model 1,Model 2,3,P0228
9/6/2024 11:35:19,Model 2,Model 2,Model 2,Model 1,Model 2,Model 1,Model 2,Model 2,Model 2,7,Model 2,Model 2,Model 1,5,Model 1,Model 1,Model 1,Model 2,Model 2,Model 2,3,Model 2,Model 2,Model 2,5,P0229
9/6/2024 11:35:28,Model 2,Model 1,Model 1,Model 1,Model 1,Model 1,Model 1,Model 1,Model 1,7,Model 2,Model 1,Model 1,4,Model 1,Model 1,Model 1,Model 2,Model 2,Model 2,3,Model 2,Model 1,Model 2,4,P0230
9/6/2024 11:35:28,Model 2,Model 1,Model 2,Model 2,Model 2,Model 2,Model 1,Model 2,Model 2,7,Model 2,Model 1,Model 1,3,Model 1,Model 2,Model 2,Model 2,Model 2,Model 2,3,Model 2,Model 2,Model 2,3,P0231
9/6/2024 11:35:28,Model 2,Model 2,Model 1,Model 2,Model 1,Model 2,Model 2,Model 2,Model 1,7,Model 2,Model 1,Model 2,2,Model 1,Model 1,Model 1,Model 1,Model 1,Model 2,3,Model 1,Model 1,Model 2,2,P0232
9/6/2024 11:35:34,Model 1,Model 2,Model 1,Model 1,Model 1,Model 1,Model 1,Model 1,Model 1,7,Model 1,Model 1,Model 1,3,Model 1,Model 1,Model 1,Model 1,Model 1,Model 1,3,Model 1,Model 1,Model 1,2,P0233
9/6/2024 11:35:41,Model 1,Model 2,Model 1,Model 1,Model 1,Model 1,Model 1,Model 1,Model 1,7,Model 2,Model 2,Model 2,4,Model 1,Model 1,Model 1,Model 1,Model 1,Model 2,3,Model 2,Model 1,Model 2,4,P0234
9/6/2024 11:35:43,Model 2,Model 1,Model 1,Model 2,Model 2,Model 2,Model 2,Model 1,Model 1,7,Model 1,Model 1,Model 1,2,Model 1,Model 2,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 2,Model 1,2,P0235
9/6/2024 11:35:43,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,7,Model 2,Model 1,Model 1,4,Model 1,Model 2,Model 1,Model 1,Model 1,Model 1,3,Model 2,Model 2,Model 2,3,P0236
9/6/2024 11:35:47,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,7,Model 2,Model 1,Model 2,4,Model 2,Model 2,Model 1,Model 1,Model 2,Model 2,3,Model 1,Model 2,Model 1,4,P0237
9/6/2024 11:35:50,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,7,Model 2,Model 1,Model 1,2,Model 1,Model 1,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 1,Model 1,3,P0238
9/6/2024 11:35:51,Model 1,Model 2,Model 1,Model 1,Model 1,Model 1,Model 2,Model 1,Model 1,7,Model 2,Model 1,Model 2,2,Model 1,Model 1,Model 1,Model 1,Model 1,Model 1,3,Model 2,Model 2,Model 1,2,P0239
9/6/2024 11:35:52,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,Model 2,Model 1,7,Model 2,Model 1,Model 2,3,Model 1,Model 2,Model 2,Model 2,Model 2,Model 1,3,Model 1,Model 2,Model 1,3,P0240
9/6/2024 11:35:53,Model 1,Model 1,Model 1,Model 2,Model 2,Model 1,Model 2,Model 1,Model 1,7,Model 2,Model 2,Model 1,5,Model 1,Model 2,Model 1,Model 2,Model 2,Model 1,3,Model 1,Model 1,Model 2,5,P0241
9/6/2024 11:35:56,Model 1,Model 2,Model 1,Model 1,Model 1,Model 1,Model 2,Model 2,Model 1,7,Model 2,Model 2,Model 2,4,Model 1,Model 1,Model 2,Model 1,Model 1,Model 2,3,Model 2,Model 2,Model 1,3,P0195
9/6/2024 11:36:04,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,Model 1,Model 1,7,Model 2,Model 1,Model 1,2,Model 1,Model 1,Model 1,Model 1,Model 1,Model 2,3,Model 1,Model 2,Model 1,3,P0242
9/6/2024 11:36:05,Model 2,Model 2,Model 1,Model 2,Model 2,Model 2,Model 2,Model 1,Model 2,7,Model 2,Model 1,Model 2,3,Model 1,Model 1,Model 1,Model 2,Model 2,Model 2,3,Model 2,Model 2,Model 1,2,P0243
9/6/2024 11:36:15,Model 1,Model 2,Model 1,Model 1,Model 2,Model 1,Model 1,Model 1,Model 1,7,Model 2,Model 2,Model 1,4,Model 1,Model 1,Model 2,Model 1,Model 2,Model 1,3,Model 2,Model 1,Model 1,4,P0244
9/6/2024 11:36:17,Model 2,Model 2,Model 2,Model 1,Model 1,Model 1,Model 1,Model 1,Model 1,7,Model 1,Model 1,Model 1,3,Model 1,Model 2,Model 1,Model 1,Model 2,Model 2,3,Model 1,Model 2,Model 2,3,P0245
9/6/2024 11:36:18,Model 1,Model 2,Model 2,Model 1,Model 2,Model 2,Model 1,Model 2,Model 1,7,Model 2,Model 2,Model 1,2,Model 1,Model 1,Model 2,Model 1,Model 2,Model 2,3,Model 1,Model 1,Model 1,2,P0246
9/6/2024 11:36:21,Model 1,Model 2,Model 2,Model 1,Model 1,Model 1,Model 1,Model 2,Model 1,7,Model 1,Model 1,Model 1,4,Model 1,Model 1,Model 1,Model 1,Model 2,Model 1,3,Model 1,Model 1,Model 1,3,P0247
9/6/2024 11:36:24,Model 1,Model 1,Model 1,Model 2,Model 2,Model 2,Model 1,Model 2,Model 1,7,Model 1,Model 1,Model 1,2,Model 1,Model 2,Model 2,Model 1,Model 2,Model 2,3,Model 1,Model 1,Model 1,2,P0248
9/6/2024 11:36:27,Model 2,Model 2,Model 2,Model 1,Model 1,Model 2,Model 1,Model 1,Model 1,7,Model 2,Model 2,Model 2,4,Model 2,Model 2,Model 1,Model 2,Model 2,Model 2,3,Model 1,Model 1,Model 2,4,P0249
9/6/2024 11:36:27,Model 1,Model 2,Model 2,Model 2,Model 2,Model 1,Model 1,Model 1,Model 2,7,Model 2,Model 1,Model 1,3,Model 1,Model 2,Model 2,Model 1,Model 2,Model 1,3,Model 1,Model 1,Model 2,3,P0250
9/6/2024 11:36:32,Model 2,Model 1,Model 1,Model 2,Model 1,Model 2,Model 1,Model 1,Model 1,7,Model 2,Model 2,Model 2,4,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,3,Model 2,Model 1,Model 1,4,P0251
9/6/2024 11:36:34,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,7,Model 2,Model 2,Model 1,2,Model 2,Model 2,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 1,Model 2,4,P0252
9/6/2024 11:36:42,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,7,Model 2,Model 1,Model 2,4,Model 2,Model 2,Model 2,Model 1,Model 2,Model 2,3,Model 2,Model 2,Model 1,5,P0253
9/6/2024 11:36:43,Model 1,Model 2,Model 1,Model 2,Model 1,Model 2,Model 1,Model 1,Model 1,7,Model 2,Model 1,Model 2,4,Model 1,Model 2,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 1,Model 1,4,P0254
9/6/2024 11:37:04,Model 2,Model 1,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,7,Model 2,Model 2,Model 1,4,Model 2,Model 1,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 2,Model 1,4,P0255
9/6/2024 11:37:06,Model 1,Model 2,Model 1,Model 1,Model 1,Model 2,Model 2,Model 1,Model 2,7,Model 1,Model 2,Model 2,3,Model 2,Model 2,Model 1,Model 1,Model 1,Model 2,3,Model 2,Model 2,Model 2,3,P0256
9/6/2024 11:37:06,Model 1,Model 2,Model 1,Model 2,Model 2,Model 2,Model 2,Model 1,Model 1,7,Model 2,Model 2,Model 1,4,Model 1,Model 1,Model 2,Model 2,Model 2,Model 2,3,Model 2,Model 2,Model 2,2,P0257
9/6/2024 11:37:11,Model 1,Model 1,Model 1,Model 1,Model 1,Model 2,Model 1,Model 2,Model 1,7,Model 1,Model 1,Model 1,5,Model 1,Model 1,Model 1,Model 1,Model 2,Model 1,3,Model 2,Model 1,Model 1,4,P0258
9/6/2024 11:37:11,Model 2,Model 2,Model 1,Model 2,Model 1,Model 2,Model 1,Model 2,Model 1,7,Model 1,Model 1,Model 2,4,Model 1,Model 1,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 2,Model 2,4,P0259
9/6/2024 11:37:12,Model 2,Model 2,Model 2,Model 1,Model 2,Model 2,Model 2,Model 1,Model 2,7,Model 2,Model 2,Model 2,4,Model 2,Model 1,Model 2,Model 2,Model 2,Model 2,3,Model 2,Model 2,Model 1,4,P0260
9/6/2024 11:37:18,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,7,Model 2,Model 2,Model 1,2,Model 1,Model 2,Model 1,Model 2,Model 1,Model 1,3,Model 1,Model 1,Model 1,2,P0261
9/6/2024 11:37:24,Model 2,Model 1,Model 2,Model 2,Model 2,Model 2,Model 1,Model 1,Model 1,7,Model 2,Model 1,Model 1,2,Model 2,Model 1,Model 1,Model 2,Model 1,Model 2,3,Model 2,Model 2,Model 2,5,P0262
9/6/2024 11:37:34,Model 1,Model 1,Model 1,Model 1,Model 2,Model 2,Model 1,Model 1,Model 1,7,Model 2,Model 2,Model 2,4,Model 1,Model 1,Model 2,Model 1,Model 2,Model 2,3,Model 2,Model 2,Model 2,5,P0263
9/6/2024 11:37:36,Model 1,Model 2,Model 2,Model 1,Model 2,Model 1,Model 2,Model 1,Model 1,7,Model 1,Model 1,Model 2,4,Model 2,Model 2,Model 1,Model 1,Model 2,Model 1,3,Model 2,Model 2,Model 2,5,P0264
9/6/2024 11:37:36,Model 1,Model 2,Model 1,Model 2,Model 1,Model 2,Model 1,Model 2,Model 1,7,Model 2,Model 1,Model 1,2,Model 1,Model 2,Model 1,Model 1,Model 1,Model 2,3,Model 1,Model 1,Model 1,4,P0265
9/6/2024 11:37:54,Model 1,Model 1,Model 1,Model 1,Model 1,Model 1,Model 2,Model 2,Model 1,7,Model 1,Model 2,Model 1,4,Model 1,Model 2,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 2,Model 1,4,P0266
9/6/2024 11:38:01,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,7,Model 2,Model 2,Model 2,1,Model 1,Model 1,Model 1,Model 2,Model 2,Model 2,3,Model 2,Model 1,Model 1,1,P0267
9/6/2024 11:38:04,Model 2,Model 2,Model 2,Model 1,Model 2,Model 2,Model 2,Model 2,Model 1,7,Model 2,Model 1,Model 1,4,Model 1,Model 1,Model 1,Model 1,Model 2,Model 2,3,Model 1,Model 1,Model 1,2,P0268
9/6/2024 11:38:07,Model 2,Model 2,Model 2,Model 2,Model 1,Model 2,Model 1,Model 2,Model 1,7,Model 2,Model 1,Model 2,4,Model 1,Model 1,Model 1,Model 1,Model 1,Model 2,3,Model 2,Model 2,Model 2,4,P0269
9/6/2024 11:38:08,Model 1,Model 2,Model 1,Model 1,Model 2,Model 2,Model 2,Model 2,Model 2,7,Model 2,Model 1,Model 2,2,Model 2,Model 1,Model 2,Model 1,Model 2,Model 1,3,Model 1,Model 1,Model 1,2,P0270
9/6/2024 11:38:11,Model 1,Model 2,Model 2,Model 1,Model 2,Model 2,Model 2,Model 2,Model 2,7,Model 2,Model 1,Model 1,4,Model 1,Model 2,Model 1,Model 1,Model 1,Model 2,3,Model 1,Model 1,Model 2,4,P0227
9/6/2024 11:38:17,Model 1,Model 2,Model 1,Model 1,Model 1,Model 2,Model 1,Model 2,Model 1,7,Model 2,Model 1,Model 1,2,Model 2,Model 2,Model 2,Model 1,Model 2,Model 2,3,Model 1,Model 1,Model 1,3,P0271
9/6/2024 11:38:32,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,7,Model 2,Model 2,Model 2,1,Model 1,Model 1,Model 2,Model 2,Model 2,Model 2,3,Model 2,Model 2,Model 2,1,P0272
9/6/2024 11:38:33,Model 1,Model 2,Model 1,Model 1,Model 1,Model 1,Model 1,Model 1,Model 1,7,Model 2,Model 2,Model 1,3,Model 1,Model 2,Model 1,Model 1,Model 2,Model 1,3,Model 2,Model 1,Model 2,3,P0273
9/6/2024 11:38:42,Model 2,Model 2,Model 1,Model 2,Model 2,Model 2,Model 1,Model 2,Model 1,7,Model 1,Model 1,Model 2,4,Model 1,Model 1,Model 1,Model 1,Model 2,Model 2,3,Model 1,Model 1,Model 2,4,P0274
9/6/2024 11:38:54,Model 1,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,Model 2,Model 1,7,Model 2,Model 1,Model 2,4,Model 1,Model 1,Model 1,Model 1,Model 2,Model 2,3,Model 1,Model 2,Model 1,4,P0275
9/6/2024 11:38:59,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,7,Model 2,Model 2,Model 1,2,Model 1,Model 2,Model 1,Model 1,Model 1,Model 1,3,Model 2,Model 1,Model 2,1,P0276
9/6/2024 11:39:00,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,7,Model 2,Model 2,Model 2,4,Model 2,Model 1,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 2,Model 1,4,P0260
9/6/2024 11:39:00,Model 2,Model 1,Model 1,Model 2,Model 2,Model 1,Model 1,Model 1,Model 2,7,Model 1,Model 2,Model 1,4,Model 1,Model 1,Model 1,Model 2,Model 2,Model 1,3,Model 1,Model 1,Model 2,4,P0277
9/6/2024 11:39:15,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,Model 2,Model 1,7,Model 2,Model 1,Model 2,2,Model 2,Model 1,Model 1,Model 1,Model 2,Model 2,3,Model 1,Model 1,Model 2,2,P0278
9/6/2024 11:39:16,Model 2,Model 2,Model 2,Model 1,Model 1,Model 2,Model 1,Model 2,Model 1,7,Model 1,Model 1,Model 1,4,Model 1,Model 1,Model 1,Model 1,Model 1,Model 2,3,Model 2,Model 2,Model 2,4,P0279
9/6/2024 11:39:20,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,7,Model 1,Model 1,Model 1,2,Model 1,Model 1,Model 1,Model 1,Model 1,Model 2,3,Model 1,Model 2,Model 2,2,P0280
9/6/2024 11:39:36,Model 2,Model 2,Model 2,Model 2,Model 1,Model 2,Model 2,Model 2,Model 1,7,Model 2,Model 2,Model 1,4,Model 1,Model 2,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 2,Model 1,3,P0281
9/6/2024 11:39:56,Model 1,Model 2,Model 1,Model 2,Model 1,Model 2,Model 1,Model 2,Model 1,7,Model 1,Model 1,Model 2,2,Model 1,Model 1,Model 1,Model 1,Model 2,Model 1,3,Model 1,Model 1,Model 1,2,P0282
9/6/2024 11:39:57,Model 2,Model 2,Model 2,Model 2,Model 1,Model 2,Model 2,Model 1,Model 2,7,Model 2,Model 1,Model 1,4,Model 1,Model 2,Model 1,Model 1,Model 2,Model 2,3,Model 1,Model 1,Model 2,3,P0283
9/6/2024 11:40:00,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,7,Model 2,Model 2,Model 2,1,Model 1,Model 1,Model 2,Model 2,Model 2,Model 2,3,Model 2,Model 2,Model 2,1,P0272
9/6/2024 11:40:04,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,Model 2,Model 1,7,Model 2,Model 1,Model 1,4,Model 1,Model 2,Model 2,Model 1,Model 2,Model 2,3,Model 1,Model 2,Model 1,3,P0284
9/6/2024 11:40:07,Model 2,Model 1,Model 1,Model 1,Model 2,Model 1,Model 2,Model 1,Model 1,7,Model 2,Model 1,Model 1,2,Model 1,Model 1,Model 1,Model 1,Model 2,Model 2,3,Model 1,Model 1,Model 2,1,P0285
9/6/2024 11:40:12,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,7,Model 2,Model 1,Model 2,4,Model 2,Model 2,Model 2,Model 1,Model 2,Model 2,3,Model 2,Model 2,Model 1,4,P0286
9/6/2024 11:40:13,Model 2,Model 2,Model 2,Model 1,Model 2,Model 1,Model 2,Model 2,Model 2,7,Model 1,Model 1,Model 2,4,Model 1,Model 2,Model 2,Model 1,Model 1,Model 2,3,Model 1,Model 2,Model 2,4,P0287
9/6/2024 11:40:29,Model 2,Model 2,Model 2,Model 2,Model 1,Model 1,Model 1,Model 2,Model 1,7,Model 2,Model 1,Model 1,3,Model 1,Model 2,Model 2,Model 1,Model 1,Model 2,3,Model 1,Model 1,Model 1,3,P0288
9/6/2024 11:40:40,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,Model 2,Model 1,7,Model 2,Model 2,Model 2,3,Model 2,Model 2,Model 2,Model 1,Model 2,Model 2,3,Model 1,Model 2,Model 1,3,P0289
9/6/2024 11:40:48,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,Model 1,Model 1,7,Model 2,Model 2,Model 1,2,Model 1,Model 1,Model 1,Model 2,Model 2,Model 2,3,Model 2,Model 2,Model 1,3,P0290
9/6/2024 11:40:54,Model 1,Model 1,Model 1,Model 2,Model 2,Model 1,Model 2,Model 2,Model 1,7,Model 2,Model 2,Model 1,3,Model 1,Model 2,Model 2,Model 1,Model 1,Model 2,3,Model 2,Model 1,Model 2,3,P0291
9/6/2024 11:40:55,Model 2,Model 2,Model 2,Model 2,Model 1,Model 1,Model 1,Model 1,Model 1,7,Model 2,Model 1,Model 1,4,Model 1,Model 2,Model 2,Model 2,Model 2,Model 2,3,Model 2,Model 1,Model 2,3,P0292
9/6/2024 11:41:06,Model 1,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,7,Model 2,Model 2,Model 1,2,Model 1,Model 1,Model 1,Model 1,Model 2,Model 2,3,Model 1,Model 1,Model 1,3,P0293
9/6/2024 11:41:06,Model 1,Model 1,Model 1,Model 2,Model 1,Model 2,Model 1,Model 2,Model 1,7,Model 1,Model 1,Model 1,4,Model 2,Model 1,Model 1,Model 1,Model 1,Model 1,3,Model 2,Model 2,Model 1,4,P0294
9/6/2024 11:41:11,Model 1,Model 1,Model 1,Model 2,Model 1,Model 2,Model 2,Model 1,Model 1,7,Model 2,Model 1,Model 1,4,Model 1,Model 1,Model 2,Model 1,Model 1,Model 2,3,Model 2,Model 2,Model 2,4,P0295
9/6/2024 11:41:14,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,7,Model 2,Model 1,Model 1,4,Model 1,Model 2,Model 2,Model 2,Model 2,Model 2,3,Model 2,Model 1,Model 2,4,P0296
9/6/2024 11:41:17,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,7,Model 2,Model 2,Model 1,4,Model 1,Model 2,Model 2,Model 2,Model 2,Model 2,3,Model 2,Model 1,Model 2,3,P0297
9/6/2024 11:41:22,Model 2,Model 2,Model 2,Model 2,Model 1,Model 2,Model 1,Model 2,Model 1,7,Model 1,Model 1,Model 2,4,Model 2,Model 1,Model 1,Model 1,Model 1,Model 2,3,Model 1,Model 1,Model 1,2,P0298
